authid,name,orcid,name_source_scopus_id
6602457647,Winstok Z.,,105046217989
6602459820,Svartdal F.,,85046294101
6602469531,Lomas T.,0000-0001-9458-6185,85063863752
6602472447,van Prooijen J.W.,,85107882218
6602474186,Forestell C.,,85060990785
6602475480,Gruenewald T.L.,,84992381870
6602476349,Baeyens D.,,105004341133
6602481647,Rosenbluth F.,,85158112186
6602486398,Gauri V.,,85114105553
6602488486,Kaysen D.,,84959543274
6602492145,Bucciarelli M.,,84929277260
6602494550,Luskin R.,,79958833504
6602498748,Arriaga R.I.,0000-0002-8642-7245,105004259427
6602510308,Kuhnle S.,,85214368599
6602512550,Goodliffe J.,,85198292465
6602513602,Peffley M.,0000-0002-7841-0654,85165559230
6602515271,Golby J.,,85034439604
6602519450,McComas K.A.,,85180249412
6602522799,Kymlicka W.,,85139840386
6602526433,Koprivnikar J.,,84902533362
6602528372,Sinatra G.M.,,105040087268
6602532635,Adserà A.,0000-0001-7146-2825,105046307853
6602533817,Tallberg J.,,105022218358
6602541788,Torsvik G.,,85015026292
6602544767,DeBeer S.,,84947223717
6602552096,Van Der Linden D.,0000-0001-7098-8948,85150475648
6602554995,Bailis D.S.,,85052648835
6602562959,Bech-Larsen T.,,85198316553
6602566488,Alge B.J.,,85049963013
6602572190,Eggett D.,,84939144823
6602573913,Raymo J.M.,,85183797088
6602574842,Bellagamba F.,0000-0002-6342-3110,85192351129
6602581474,Ouellet C.,0000-0002-8642-5442,105043313228
6602585494,Welzel C.,,85018794230
6602585549,Job O.,,84877691576
6602601724,Puhl R.M.,,85038890963
6602602634,Bereby-Meyer Y.,,85014719943
6602609696,Aassve A.,0000-0002-9980-8610,105046307853
6602609742,Clozza A.,,85166440803
6602618145,Oerlemans L.,,84937707932
6602621929,Garnavos C.,,105012935442
6602622718,Plutzer E.,0000-0002-5456-7227,85216299312
6602627436,Jovicich J.,,85028707044
6602631792,Gwizdka J.,0000-0003-2273-3996,85029612266
6602633375,Dagan H.,,85129754540
6602641663,Hoddie M.,,85171589965
6602643966,Preisendörfer P.,,85084071067
6602647141,Rockenbach B.,0000-0003-2624-1964,105001860207
6602670041,Beike D.R.,,85050263387
6602671093,Corning A.,,84871916957
6602671616,Persily N.,,85176605621
6602672700,Trottier L.,,85114370534
6602675795,Matzarakis A.,,105045922287
6602676810,Hayo B.,,85185516367
6602678629,Frickel S.,,84921455919
6602681867,Haghighat R.,,84860418081
6602682833,Tir J.,0000-0001-9492-5837,85175070400
6602683528,Liossi C.,,85060983874
6602689650,Tuschen-Caffier B.,,85131763281
6602689838,van Ryn M.,,84903310507
6602698051,Bonoli G.,0000-0002-2832-0984,85212286208
6602698815,Tyllianakis M.,,105012935442
6602698835,Doosje B.,,85187449895
6602700252,Lemyre L.,,84877878010
6602700910,Peoples C.D.,0000-0002-0256-434X,105044617291
6602703767,Serin R.,,84928398485
6602706190,Lina J.M.,,85165561626
6602707505,Morss R.E.,,85042088071
6602712238,Pontusson J.,,85124501942
6602713172,van Dulmen S.,,85072755694
6602713284,Marletta L.,,85103002076
6602714670,Leighley J.,,85213358307
6602714831,Benabdelmouna A.,,85049318932
6602720842,Henig J.R.,,85161300315
6602724058,Clay-Warner J.,0000-0001-5585-524X,85198365223
6602726060,Thurner P.W.,0000-0001-7336-9878,105027329225
6602729382,Evertsson M.,,85175430342
6602730816,Pituch K.,,85100997969
6602731804,Treich N.,,85183940490
6602735313,Strange N.,,85057284961
6602738312,Nownes A.J.,0000-0003-0858-2749,85202849264
6602743380,Haselton M.G.,,85023764653
6602746736,Png I.P.L.,,105016593587
6602753010,Spece R.,,84985864658
6602758038,Veysey B.M.,,85042616935
6602759224,Dotan Y.,,85087093352
6602759623,Lamblin N.,,84958902068
6602762014,Goethals F.,0000-0003-0045-5665,85148661109
6602764751,Jagsi R.,,85134512380
6602765882,De Coster S.,0000-0003-1889-2679,105020869610
6602768172,Singelis T.M.,,85042933726
6602768235,Tillmann P.,,85214339128
6602768917,Padavic I.,0000-0003-0646-559X,85100911911
6602769314,Pekrun R.,,84975229285
6602772925,Voeten E.,,85119473120
6602775243,Bente G.,,105029975832
6602779216,Koubi V.,,85111099207
6602779290,Grietens H.,0000-0002-8849-3430,85126325764
6602784503,Papamichail K.N.,,84979084044
6602786086,Einarsen S.,,85021200122
6602790730,Gilens M.,0000-0001-5485-6275,105021654617
6602791492,Lascher E.L.,0009-0000-8793-4591,85194380866
6602797557,Kroska A.,,85123286188
6602799764,Walbeehm E.T.,,105012935442
6602800094,De Waal M.W.M.,,85074741963
6602803644,Raufaste E.,,85195977275
6602804263,Desposato S.,,85156134798
6602805202,Hollway J.A.,,85030317816
6602807672,Luchini S.,,85120313779
6602809383,Lenhard W.,0000-0002-8184-6889,85114432179
6602810672,Berinsky A.J.,0000-0001-7827-9396,105008878283
6602814384,Borella E.,0000-0001-5481-6601,85079754149
6602814637,Solga H.,,85214796267
6602814751,Feiock R.C.,,85127125550
6602823961,Wolman H.,,84877016107
6602829063,Lishner D.,,80053342980
6602831989,Patashnik E.M.,,85127568081
6602832776,Weal M.J.,,85124286437
6602833029,Bonasoro F.,,84862305942
6602835287,Naganathan V.,,85185956655
6602835424,Kuipers S.,,105010482123
6602837437,Kalof L.,,105018928061
6602838023,Eys M.,,85069859988
6602844678,Surakka V.,,85199998314
6602849119,Verschuere B.,,85064149443
6602851785,Bordignon M.,,105042587917
6602853104,Andrilla C.,,84906994329
6602853952,Zeitzer J.M.,,105041458788
6602855233,Stecklov G.,,84962483337
6602859199,Grøholt B.,,84961190121
6602862372,Gartzke E.,,85156134798
6602864826,Martinello R.A.,,85115088848
6602867047,Poutvaara P.,0000-0003-2070-784X,105013176186
6602867472,Ashur S.,,85202823630
6602869160,Scruggs L.,,85190096620
6602871599,Gruter G.J.M.,,85108887424
