authid,name,current_raw_n_articles,current_raw_competition_rank,current_raw_display_position,current_raw_top100,current_raw_top100_including_ties,original_query_n_articles,original_query_competition_rank,original_query_display_position,original_query_top100,original_query_top100_including_ties,narrower_query_n_articles,narrower_query_competition_rank,narrower_query_display_position,narrower_query_top100,narrower_query_top100_including_ties,current_published_n_articles,current_published_competition_rank,current_published_display_position,current_published_top100,current_published_top100_including_ties,original_minus_current_raw_count,narrower_minus_original_count,current_raw_minus_published_count
34573358400,Siegel D.A.,1,2242,3657,false,false,1,2703,5127,false,false,1,2652,4887,false,false,1,2190,3495,false,false,0,0,0
34768859700,Steinman S.A.,0,,,false,false,1,2703,5128,false,false,1,2652,4888,false,false,0,,,false,false,1,0,0
34770162000,Evans J.,1,2242,3658,false,false,1,2703,5129,false,false,1,2652,4889,false,false,1,2190,3496,false,false,0,0,0
34770619600,Jone D.A.,0,,,false,false,1,2703,5130,false,false,0,,,false,false,0,,,false,false,1,-1,0
34770911400,Herrero M.,1,2242,3659,false,false,1,2703,5131,false,false,1,2652,4890,false,false,0,,,false,false,0,0,1
34869952300,Kennedy J.J.,2,997,1327,false,false,2,1170,1611,false,false,2,1164,1579,false,false,2,984,1301,false,false,0,0,0
34870383500,Martinez L.,0,,,false,false,1,2703,5132,false,false,1,2652,4891,false,false,0,,,false,false,1,0,0
34871182900,Žeželj I.,0,,,false,false,1,2703,5133,false,false,1,2652,4892,false,false,0,,,false,false,1,0,0
34871770800,Frey M.,1,2242,3660,false,false,1,2703,5134,false,false,1,2652,4893,false,false,1,2190,3497,false,false,0,0,0
34872603300,Kim B.,1,2242,3661,false,false,1,2703,5135,false,false,1,2652,4894,false,false,1,2190,3498,false,false,0,0,0
34873048800,Pautz M.,2,997,1328,false,false,2,1170,1612,false,false,2,1164,1580,false,false,2,984,1302,false,false,0,0,0
34873753800,Webster J.R.,1,2242,3662,false,false,1,2703,5136,false,false,1,2652,4895,false,false,1,2190,3499,false,false,0,0,0
34876620600,Evans J.R.,1,2242,3663,false,false,1,2703,5137,false,false,1,2652,4896,false,false,1,2190,3500,false,false,0,0,0
34876751000,Jang S.J.,1,2242,3664,false,false,1,2703,5138,false,false,1,2652,4897,false,false,1,2190,3501,false,false,0,0,0
34878180900,Urpelainen J.,5,168,203,false,false,5,195,234,false,false,5,195,234,false,false,5,166,199,false,false,0,0,0
34879872700,Girth A.,1,2242,3665,false,false,1,2703,5139,false,false,1,2652,4898,false,false,1,2190,3502,false,false,0,0,0
34879911700,Hall J.,3,520,664,false,false,3,604,793,false,false,3,599,787,false,false,3,513,652,false,false,0,0,0
34880205600,Kogan V.,2,997,1329,false,false,2,1170,1613,false,false,2,1164,1581,false,false,2,984,1303,false,false,0,0,0
34968314300,Fernandez Lynch H.,1,2242,3666,false,false,1,2703,5140,false,false,1,2652,4899,false,false,1,2190,3503,false,false,0,0,0
34969326800,Liu C.M.,0,,,false,false,1,2703,5141,false,false,1,2652,4900,false,false,0,,,false,false,1,0,0
34969417600,Strauß S.,1,2242,3667,false,false,1,2703,5142,false,false,1,2652,4901,false,false,1,2190,3504,false,false,0,0,0
34969687200,Weschle S.,1,2242,3668,false,false,1,2703,5143,false,false,1,2652,4902,false,false,1,2190,3505,false,false,0,0,0
34972770400,Arriola L.R.,1,2242,3669,false,false,1,2703,5144,false,false,1,2652,4903,false,false,1,2190,3506,false,false,0,0,0
34972973300,Kada O.,1,2242,3670,false,false,1,2703,5145,false,false,1,2652,4904,false,false,1,2190,3507,false,false,0,0,0
34975076400,Karbwang J.,2,997,1330,false,false,2,1170,1614,false,false,2,1164,1582,false,false,1,2190,3508,false,false,0,0,1
34977387200,Rodriguez D.,0,,,false,false,1,2703,5146,false,false,1,2652,4905,false,false,0,,,false,false,1,0,0
34977835400,Traunmüller R.,3,520,665,false,false,3,604,794,false,false,3,599,788,false,false,3,513,653,false,false,0,0,0
34979801500,Merk C.,2,997,1331,false,false,2,1170,1615,false,false,2,1164,1583,false,false,2,984,1304,false,false,0,0,0
34980047900,Woods S.P.,0,,,false,false,1,2703,5147,false,false,1,2652,4906,false,false,0,,,false,false,1,0,0
34980152100,Schmidt H.,2,997,1332,false,false,2,1170,1616,false,false,2,1164,1584,false,false,2,984,1305,false,false,0,0,0
35067728600,Charron N.,2,997,1333,false,false,2,1170,1617,false,false,2,1164,1585,false,false,2,984,1306,false,false,0,0,0
35069464100,Friedman-Yakoobian M.,1,2242,3671,false,false,1,2703,5148,false,false,1,2652,4907,false,false,1,2190,3509,false,false,0,0,0
35074836700,Oren L.,0,,,false,false,1,2703,5149,false,false,1,2652,4908,false,false,0,,,false,false,1,0,0
35076043500,Kaplan F.T.D.,0,,,false,false,0,,,false,false,0,,,false,false,1,2190,3510,false,false,0,0,-1
35076902000,Lassonde K.A.,0,,,false,false,2,1170,1618,false,false,0,,,false,false,0,,,false,false,2,-2,0
35077987200,Rieckmann A.,0,,,false,false,1,2703,5150,false,false,0,,,false,false,0,,,false,false,1,-1,0
35078041400,Bunge E.L.,0,,,false,false,1,2703,5151,false,false,1,2652,4909,false,false,0,,,false,false,1,0,0
35086815700,Tang J.Y.M.,1,2242,3672,false,false,1,2703,5152,false,false,1,2652,4910,false,false,1,2190,3511,false,false,0,0,0
35092941200,Mironova V.,4,298,357,false,false,4,340,425,false,false,4,340,423,false,false,4,292,351,false,false,0,0,0
35095999000,Broockman D.E.,3,520,666,false,false,3,604,795,false,false,3,599,789,false,false,3,513,654,false,false,0,0,0
35096423000,Hutter S.,3,520,667,false,false,3,604,796,false,false,3,599,790,false,false,3,513,655,false,false,0,0,0
35096831500,Sicilia M.,2,997,1334,false,false,2,1170,1619,false,false,2,1164,1586,false,false,2,984,1307,false,false,0,0,0
35098535100,Feinstein Y.,0,,,false,false,1,2703,5153,false,false,1,2652,4911,false,false,0,,,false,false,1,0,0
35098935000,Lin B.,1,2242,3673,false,false,1,2703,5154,false,false,1,2652,4912,false,false,1,2190,3512,false,false,0,0,0
35099172300,Obar J.A.,0,,,false,false,2,1170,1620,false,false,2,1164,1587,false,false,0,,,false,false,2,0,0
35099329000,Takikawa H.,2,997,1335,false,false,2,1170,1621,false,false,2,1164,1588,false,false,2,984,1308,false,false,0,0,0
35099455400,Rorie M.L.,4,298,358,false,false,4,340,426,false,false,4,340,424,false,false,4,292,352,false,false,0,0,0
35102039700,Hammer J.H.,1,2242,3674,false,false,1,2703,5155,false,false,1,2652,4913,false,false,1,2190,3513,false,false,0,0,0
35102862000,Li J.,1,2242,3675,false,false,1,2703,5156,false,false,1,2652,4914,false,false,1,2190,3514,false,false,0,0,0
35103226100,Priebe J.,1,2242,3676,false,false,2,1170,1622,false,false,2,1164,1589,false,false,1,2190,3515,false,false,1,0,0
35103612800,Syme M.L.,2,997,1336,false,false,2,1170,1623,false,false,2,1164,1590,false,false,2,984,1309,false,false,0,0,0
35103673600,Tolstrup J.,2,997,1337,false,false,2,1170,1624,false,false,2,1164,1591,false,false,2,984,1310,false,false,0,0,0
35105839200,Shen F.,1,2242,3677,false,false,1,2703,5157,false,false,1,2652,4915,false,false,1,2190,3516,false,false,0,0,0
35108094200,Roy J.,1,2242,3678,false,false,1,2703,5158,false,false,1,2652,4916,false,false,1,2190,3517,false,false,0,0,0
35108101500,Reckhow S.,1,2242,3679,false,false,1,2703,5159,false,false,1,2652,4917,false,false,1,2190,3518,false,false,0,0,0
35108488700,Wesley J.,1,2242,3680,false,false,1,2703,5160,false,false,1,2652,4918,false,false,1,2190,3519,false,false,0,0,0
35108892900,Bidwell D.,1,2242,3681,false,false,1,2703,5161,false,false,1,2652,4919,false,false,1,2190,3520,false,false,0,0,0
35108919700,Dewaelheyns V.,1,2242,3682,false,false,1,2703,5162,false,false,1,2652,4920,false,false,1,2190,3521,false,false,0,0,0
35108983800,Gershman S.J.,1,2242,3683,false,false,1,2703,5163,false,false,1,2652,4921,false,false,1,2190,3522,false,false,0,0,0
35109797000,Salgado M.,2,997,1338,false,false,2,1170,1625,false,false,2,1164,1592,false,false,2,984,1311,false,false,0,0,0
35111336500,Kennedy R.,2,997,1339,false,false,2,1170,1626,false,false,2,1164,1593,false,false,2,984,1312,false,false,0,0,0
35111584900,McNeese N.,1,2242,3684,false,false,1,2703,5164,false,false,1,2652,4922,false,false,1,2190,3523,false,false,0,0,0
35115032800,Ibanez M.,1,2242,3685,false,false,1,2703,5165,false,false,1,2652,4923,false,false,1,2190,3524,false,false,0,0,0
35115467200,Rim H.,2,997,1340,false,false,2,1170,1627,false,false,2,1164,1594,false,false,2,984,1313,false,false,0,0,0
35115685700,Van Embden D.,0,,,false,false,1,2703,5166,false,false,1,2652,4924,false,false,0,,,false,false,1,0,0
35117749800,Kwak Y.,0,,,false,false,1,2703,5167,false,false,1,2652,4925,false,false,0,,,false,false,1,0,0
35119086700,Krawczyk M.,3,520,668,false,false,3,604,797,false,false,3,599,791,false,false,3,513,656,false,false,0,0,0
35146362200,Olivera J.,1,2242,3686,false,false,1,2703,5168,false,false,1,2652,4926,false,false,1,2190,3525,false,false,0,0,0
35147290500,Tutić A.,1,2242,3687,false,false,1,2703,5169,false,false,1,2652,4927,false,false,1,2190,3526,false,false,0,0,0
35147810700,Freiburger T.L.,2,997,1341,false,false,2,1170,1628,false,false,2,1164,1595,false,false,2,984,1314,false,false,0,0,0
35172946900,Hoshiro H.,1,2242,3688,false,false,1,2703,5170,false,false,1,2652,4928,false,false,1,2190,3527,false,false,0,0,0
35173109300,Lefevere J.,3,520,669,false,false,3,604,798,false,false,3,599,792,false,false,3,513,657,false,false,0,0,0
35173613400,Robertson C.,6,100,117,false,true,6,115,136,false,false,6,115,136,false,false,6,96,114,false,true,0,0,0
35177490800,Klüver H.,3,520,670,false,false,3,604,799,false,false,3,599,793,false,false,3,513,658,false,false,0,0,0
35179483400,Glick D.M.,1,2242,3689,false,false,1,2703,5171,false,false,1,2652,4929,false,false,1,2190,3528,false,false,0,0,0
35179543100,Kalkan K.O.,1,2242,3690,false,false,1,2703,5172,false,false,1,2652,4930,false,false,1,2190,3529,false,false,0,0,0
35179553600,Hopmann D.N.,2,997,1342,false,false,2,1170,1629,false,false,2,1164,1596,false,false,2,984,1315,false,false,0,0,0
35179857000,Kreutz J.,0,,,false,false,1,2703,5173,false,false,1,2652,4931,false,false,0,,,false,false,1,0,0
35181154300,Charbonneau E.,5,168,204,false,false,5,195,235,false,false,5,195,235,false,false,5,166,200,false,false,0,0,0
35181417200,Hrkać M.,0,,,false,false,1,2703,5174,false,false,1,2652,4932,false,false,0,,,false,false,1,0,0
35182442500,Becher M.,2,997,1343,false,false,3,604,800,false,false,3,599,794,false,false,2,984,1316,false,false,1,0,0
35183653400,Migheli M.,1,2242,3691,false,false,1,2703,5175,false,false,1,2652,4933,false,false,1,2190,3530,false,false,0,0,0
35183713000,Efrén O. Pérez,9,34,38,true,true,9,38,41,true,true,9,38,41,true,true,9,34,37,true,true,0,0,0
35183800700,Miratrix L.W.,1,2242,3692,false,false,1,2703,5176,false,false,1,2652,4934,false,false,1,2190,3531,false,false,0,0,0
35185262100,Keddell E.,0,,,false,false,1,2703,5177,false,false,1,2652,4935,false,false,0,,,false,false,1,0,0
35188444100,Yan B.,0,,,false,false,1,2703,5178,false,false,1,2652,4936,false,false,0,,,false,false,1,0,0
35189095000,Kwon S.W.,1,2242,3693,false,false,1,2703,5179,false,false,1,2652,4937,false,false,1,2190,3532,false,false,0,0,0
35189406500,Ou C.X.,0,,,false,false,1,2703,5180,false,false,1,2652,4938,false,false,0,,,false,false,1,0,0
35189538400,Tao H.,1,2242,3694,false,false,1,2703,5181,false,false,1,2652,4939,false,false,1,2190,3533,false,false,0,0,0
35190185400,Conrad C.R.,1,2242,3695,false,false,1,2703,5182,false,false,1,2652,4940,false,false,1,2190,3534,false,false,0,0,0
35190963300,Page X.,0,,,false,false,1,2703,5183,false,false,1,2652,4941,false,false,0,,,false,false,1,0,0
35192510300,Van Ootegem L.,0,,,false,false,1,2703,5184,false,false,1,2652,4942,false,false,0,,,false,false,1,0,0
35193464500,Deng X.,1,2242,3696,false,false,1,2703,5185,false,false,1,2652,4943,false,false,1,2190,3535,false,false,0,0,0
35194481800,Regel S.,0,,,false,false,1,2703,5186,false,false,0,,,false,false,0,,,false,false,1,-1,0
35195479200,Creighton M.,3,520,671,false,false,4,340,427,false,false,4,340,425,false,false,3,513,659,false,false,1,0,0
35196485600,Majorano F.,1,2242,3697,false,false,1,2703,5187,false,false,1,2652,4944,false,false,1,2190,3536,false,false,0,0,0
35196578100,Maheshwari S.,1,2242,3698,false,false,1,2703,5188,false,false,1,2652,4945,false,false,1,2190,3537,false,false,0,0,0
35200497500,Blair J.P.,0,,,false,false,1,2703,5189,false,false,1,2652,4946,false,false,0,,,false,false,1,0,0
35200589600,He X.,1,2242,3699,false,false,1,2703,5190,false,false,1,2652,4947,false,false,1,2190,3538,false,false,0,0,0
35200726200,Imhoff R.,0,,,false,false,1,2703,5191,false,false,0,,,false,false,0,,,false,false,1,-1,0
35204510100,Carlucci M.E.,0,,,false,false,1,2703,5192,false,false,1,2652,4948,false,false,0,,,false,false,1,0,0
35206342500,Perilloux C.,0,,,false,false,1,2703,5193,false,false,1,2652,4949,false,false,0,,,false,false,1,0,0
35206889000,Tsai C.H.,1,2242,3700,false,false,1,2703,5194,false,false,1,2652,4950,false,false,1,2190,3539,false,false,0,0,0
35215202900,Fukuda K.,0,,,false,false,1,2703,5195,false,false,1,2652,4951,false,false,0,,,false,false,1,0,0
35215611300,Lin X.,1,2242,3701,false,false,1,2703,5196,false,false,1,2652,4952,false,false,1,2190,3540,false,false,0,0,0
35215904500,Park S.Q.,0,,,false,false,1,2703,5197,false,false,0,,,false,false,0,,,false,false,1,-1,0
35216348100,Wright J.,1,2242,3702,false,false,1,2703,5198,false,false,1,2652,4953,false,false,1,2190,3541,false,false,0,0,0
35219387600,Voorveld H.A.M.,0,,,false,false,1,2703,5199,false,false,1,2652,4954,false,false,0,,,false,false,1,0,0
35221837400,Love G.J.,1,2242,3703,false,false,1,2703,5200,false,false,1,2652,4955,false,false,1,2190,3542,false,false,0,0,0
35222072100,Nicholas L.H.,0,,,false,false,1,2703,5201,false,false,1,2652,4956,false,false,0,,,false,false,1,0,0
35222656600,Wang H.,0,,,false,false,1,2703,5202,false,false,1,2652,4957,false,false,0,,,false,false,1,0,0
35224453400,Bell P.,0,,,false,false,1,2703,5203,false,false,1,2652,4958,false,false,0,,,false,false,1,0,0
35224570300,Chipperfield J.,0,,,false,false,1,2703,5204,false,false,1,2652,4959,false,false,0,,,false,false,1,0,0
35228078100,Wang M.H.L.S.,1,2242,3704,false,false,1,2703,5205,false,false,1,2652,4960,false,false,1,2190,3543,false,false,0,0,0
35228120600,Walter C.,1,2242,3705,false,false,1,2703,5206,false,false,1,2652,4961,false,false,1,2190,3544,false,false,0,0,0
35231300500,Wang S.,0,,,false,false,1,2703,5207,false,false,0,,,false,false,0,,,false,false,1,-1,0
35232426500,Braden A.L.,1,2242,3706,false,false,1,2703,5208,false,false,1,2652,4962,false,false,1,2190,3545,false,false,0,0,0
35233806200,Scott A. MacKenzie,7,70,77,true,true,7,83,93,true,true,7,83,93,true,true,7,67,75,true,true,0,0,0
35233854900,Kaneko S.,6,100,118,false,true,6,115,137,false,false,6,115,137,false,false,6,96,115,false,true,0,0,0
35234631900,Merrill J.E.,0,,,false,false,2,1170,1630,false,false,2,1164,1597,false,false,0,,,false,false,2,0,0
35235455600,Turati G.,1,2242,3707,false,false,1,2703,5209,false,false,1,2652,4963,false,false,1,2190,3546,false,false,0,0,0
35236633400,Gherghina S.,1,2242,3708,false,false,1,2703,5210,false,false,1,2652,4964,false,false,1,2190,3547,false,false,0,0,0
35237764900,Mathew S.,1,2242,3709,false,false,1,2703,5211,false,false,1,2652,4965,false,false,1,2190,3548,false,false,0,0,0
35241181100,Steiner P.M.,2,997,1344,false,false,2,1170,1631,false,false,2,1164,1598,false,false,2,984,1317,false,false,0,0,0
35241790200,Davies J.,0,,,false,false,1,2703,5212,false,false,1,2652,4966,false,false,0,,,false,false,1,0,0
35242814900,Loggers E.T.,1,2242,3710,false,false,1,2703,5213,false,false,1,2652,4967,false,false,1,2190,3549,false,false,0,0,0
35248188700,Glock S.,0,,,false,false,1,2703,5214,false,false,1,2652,4968,false,false,0,,,false,false,1,0,0
35248240600,Han C.,1,2242,3711,false,false,1,2703,5215,false,false,1,2652,4969,false,false,1,2190,3550,false,false,0,0,0
35262245500,Gaston A.,0,,,false,false,1,2703,5216,false,false,1,2652,4970,false,false,0,,,false,false,1,0,0
35262248500,Jacobs J.A.,1,2242,3712,false,false,1,2703,5217,false,false,1,2652,4971,false,false,1,2190,3551,false,false,0,0,0
35263277100,Weinschenk A.,2,997,1345,false,false,2,1170,1632,false,false,2,1164,1599,false,false,2,984,1318,false,false,0,0,0
35263862800,Bliese P.,1,2242,3713,false,false,1,2703,5218,false,false,1,2652,4972,false,false,1,2190,3552,false,false,0,0,0
35269099100,Li H.,1,2242,3714,false,false,1,2703,5219,false,false,1,2652,4973,false,false,1,2190,3553,false,false,0,0,0
35269412700,Morgan S.L.,2,997,1346,false,false,2,1170,1633,false,false,2,1164,1600,false,false,2,984,1319,false,false,0,0,0
35270743700,Wucherpfennig J.,1,2242,3715,false,false,1,2703,5220,false,false,1,2652,4974,false,false,1,2190,3554,false,false,0,0,0
35271132500,Barbieri P.,1,2242,3716,false,false,1,2703,5221,false,false,1,2652,4975,false,false,1,2190,3555,false,false,0,0,0
35273721300,Tsukawaki R.,1,2242,3717,false,false,1,2703,5222,false,false,1,2652,4976,false,false,1,2190,3556,false,false,0,0,0
35274670300,Hinckley R.,0,,,false,false,1,2703,5223,false,false,1,2652,4977,false,false,0,,,false,false,1,0,0
35275429300,Kachi A.,2,997,1347,false,false,2,1170,1634,false,false,2,1164,1601,false,false,2,984,1320,false,false,0,0,0
35279093700,Dean A.J.,0,,,false,false,2,1170,1635,false,false,2,1164,1602,false,false,0,,,false,false,2,0,0
35279609200,Lee V.G.,1,2242,3718,false,false,1,2703,5224,false,false,1,2652,4978,false,false,0,,,false,false,0,0,1
35279710200,Gerber A.S.,3,520,672,false,false,4,340,428,false,false,4,340,426,false,false,3,513,660,false,false,1,0,0
35280130900,McCrea E.A.,0,,,false,false,1,2703,5225,false,false,1,2652,4979,false,false,0,,,false,false,1,0,0
35280603000,Schomaker R.,1,2242,3719,false,false,1,2703,5226,false,false,1,2652,4980,false,false,1,2190,3557,false,false,0,0,0
35280913900,Shiyanbola O.O.,0,,,false,false,1,2703,5227,false,false,1,2652,4981,false,false,0,,,false,false,1,0,0
35293686700,Stappenbeck C.A.,0,,,false,false,2,1170,1636,false,false,2,1164,1603,false,false,0,,,false,false,2,0,0
35298823500,Drouvelis M.,0,,,false,false,1,2703,5228,false,false,1,2652,4982,false,false,0,,,false,false,1,0,0
35299796500,Lelorain S.,0,,,false,false,1,2703,5229,false,false,1,2652,4983,false,false,0,,,false,false,1,0,0
35300521200,Sakshaug J.W.,3,520,673,false,false,3,604,801,false,false,3,599,795,false,false,3,513,661,false,false,0,0,0
35303173200,Sinno A.,1,2242,3720,false,false,1,2703,5230,false,false,1,2652,4984,false,false,1,2190,3558,false,false,0,0,0
35303395300,Oostindjer M.,0,,,false,false,1,2703,5231,false,false,1,2652,4985,false,false,0,,,false,false,1,0,0
35303615300,Rollero C.,1,2242,3721,false,false,1,2703,5232,false,false,1,2652,4986,false,false,1,2190,3559,false,false,0,0,0
35304664300,Bartley T.,2,997,1348,false,false,2,1170,1637,false,false,2,1164,1604,false,false,2,984,1321,false,false,0,0,0
35304798800,Fernandez R.M.,2,997,1349,false,false,2,1170,1638,false,false,2,1164,1605,false,false,2,984,1322,false,false,0,0,0
35305461300,Kimura M.,0,,,false,false,1,2703,5233,false,false,1,2652,4987,false,false,0,,,false,false,1,0,0
35306670500,Bohns V.K.,1,2242,3722,false,false,1,2703,5234,false,false,1,2652,4988,false,false,1,2190,3560,false,false,0,0,0
35306734500,Cohn T.J.,1,2242,3723,false,false,1,2703,5235,false,false,1,2652,4989,false,false,1,2190,3561,false,false,0,0,0
35309171200,Martin Bækgaard,14,4,6,true,true,15,3,3,true,true,15,3,3,true,true,14,4,6,true,true,1,0,0
35309962100,Euteneuer F.,0,,,false,false,1,2703,5236,false,false,1,2652,4990,false,false,0,,,false,false,1,0,0
35310525900,Jaspal R.,1,2242,3724,false,false,1,2703,5237,false,false,1,2652,4991,false,false,1,2190,3562,false,false,0,0,0
35312296200,Schoth D.E.,0,,,false,false,1,2703,5238,false,false,0,,,false,false,0,,,false,false,1,-1,0
35312638200,Ubel P.A.,0,,,false,false,3,604,802,false,false,3,599,796,false,false,0,,,false,false,3,0,0
35315598500,Bruner M.W.,1,2242,3725,false,false,1,2703,5239,false,false,1,2652,4992,false,false,1,2190,3563,false,false,0,0,0
35317177200,Harrits G.S.,2,997,1350,false,false,2,1170,1639,false,false,2,1164,1606,false,false,2,984,1323,false,false,0,0,0
35317289600,Dinesen P.T.,2,997,1351,false,false,2,1170,1640,false,false,2,1164,1607,false,false,2,984,1324,false,false,0,0,0
35317630200,Karlsen R.,1,2242,3726,false,false,1,2703,5240,false,false,1,2652,4993,false,false,1,2190,3564,false,false,0,0,0
35318378800,Marcinkowski F.,1,2242,3727,false,false,1,2703,5241,false,false,1,2652,4994,false,false,1,2190,3565,false,false,0,0,0
35319074700,Zarkadi T.,0,,,false,false,1,2703,5242,false,false,1,2652,4995,false,false,0,,,false,false,1,0,0
35322051100,Arthur C.A.,0,,,false,false,1,2703,5243,false,false,1,2652,4996,false,false,0,,,false,false,1,0,0
35322337100,Ito M.,0,,,false,false,1,2703,5244,false,false,1,2652,4997,false,false,0,,,false,false,1,0,0
35322554800,Fuster A.,1,2242,3728,false,false,1,2703,5245,false,false,1,2652,4998,false,false,1,2190,3566,false,false,0,0,0
35322561900,Higuchi E.C.,1,2242,3729,false,false,1,2703,5246,false,false,1,2652,4999,false,false,0,,,false,false,0,0,1
35323914500,Bailard C.S.,2,997,1352,false,false,2,1170,1641,false,false,2,1164,1608,false,false,2,984,1325,false,false,0,0,0
35324925600,León S.,1,2242,3730,false,false,1,2703,5247,false,false,1,2652,5000,false,false,1,2190,3567,false,false,0,0,0
35325427100,Sheets P.,1,2242,3731,false,false,1,2703,5248,false,false,1,2652,5001,false,false,1,2190,3568,false,false,0,0,0
35329018600,Böhmelt T.,1,2242,3732,false,false,1,2703,5249,false,false,1,2652,5002,false,false,1,2190,3569,false,false,0,0,0
35329081100,Bodea C.,1,2242,3733,false,false,1,2703,5250,false,false,1,2652,5003,false,false,1,2190,3570,false,false,0,0,0
35332540100,Marzoli D.,0,,,false,false,1,2703,5251,false,false,1,2652,5004,false,false,0,,,false,false,1,0,0
35333443500,Yao S.,1,2242,3734,false,false,1,2703,5252,false,false,1,2652,5005,false,false,1,2190,3571,false,false,0,0,0
35337639000,Myers T.A.,1,2242,3735,false,false,2,1170,1642,false,false,2,1164,1609,false,false,1,2190,3572,false,false,1,0,0
35337976100,Thompson M.P.,1,2242,3736,false,false,1,2703,5253,false,false,1,2652,5006,false,false,1,2190,3573,false,false,0,0,0
35338194600,Saloner B.,0,,,false,false,1,2703,5254,false,false,1,2652,5007,false,false,0,,,false,false,1,0,0
35338751800,Brunner E.J.,1,2242,3737,false,false,1,2703,5255,false,false,1,2652,5008,false,false,1,2190,3574,false,false,0,0,0
35339578300,Midtbøen A.H.,1,2242,3738,false,false,1,2703,5256,false,false,1,2652,5009,false,false,1,2190,3575,false,false,0,0,0
35339778600,Shu L.L.,0,,,false,false,1,2703,5257,false,false,1,2652,5010,false,false,0,,,false,false,1,0,0
35345036700,Kakinaka M.,4,298,359,false,false,4,340,429,false,false,4,340,427,false,false,4,292,353,false,false,0,0,0
35353058400,Dovichi N.J.,1,2242,3739,false,false,1,2703,5258,false,false,1,2652,5011,false,false,1,2190,3576,false,false,0,0,0
35361989600,Hamari J.,2,997,1353,false,false,2,1170,1643,false,false,2,1164,1610,false,false,2,984,1326,false,false,0,0,0
35362067800,Hotho J.,1,2242,3740,false,false,1,2703,5259,false,false,1,2652,5012,false,false,1,2190,3577,false,false,0,0,0
35362700200,Tsai A.C.,2,997,1354,false,false,2,1170,1644,false,false,2,1164,1611,false,false,2,984,1327,false,false,0,0,0
35362792200,Reis-Cunha J.L.,0,,,false,false,1,2703,5260,false,false,1,2652,5013,false,false,0,,,false,false,1,0,0
35363002000,Smit E.S.,0,,,false,false,1,2703,5261,false,false,1,2652,5014,false,false,0,,,false,false,1,0,0
35364804000,Lelkes Y.,2,997,1355,false,false,2,1170,1645,false,false,2,1164,1612,false,false,2,984,1328,false,false,0,0,0
35366361100,Garbarski D.,1,2242,3741,false,false,1,2703,5262,false,false,1,2652,5015,false,false,1,2190,3578,false,false,0,0,0
35368077600,Dumitrescu D.,2,997,1356,false,false,2,1170,1646,false,false,2,1164,1613,false,false,2,984,1329,false,false,0,0,0
35368545600,Hart A.,1,2242,3742,false,false,1,2703,5263,false,false,1,2652,5016,false,false,1,2190,3579,false,false,0,0,0
35369186300,Ryan J.B.,5,168,205,false,false,5,195,236,false,false,5,195,236,false,false,5,166,201,false,false,0,0,0
35369276100,Scurich N.,0,,,false,false,1,2703,5264,false,false,1,2652,5017,false,false,0,,,false,false,1,0,0
35369308400,Vraga E.K.,4,298,360,false,false,5,195,237,false,false,5,195,237,false,false,4,292,354,false,false,1,0,0
35372866700,Taniguchi M.,1,2242,3743,false,false,1,2703,5265,false,false,1,2652,5018,false,false,1,2190,3580,false,false,0,0,0
35386254000,Allen J.,1,2242,3744,false,false,1,2703,5266,false,false,1,2652,5019,false,false,1,2190,3581,false,false,0,0,0
35387566100,Bigman C.,1,2242,3745,false,false,1,2703,5267,false,false,1,2652,5020,false,false,1,2190,3582,false,false,0,0,0
35388552000,Kaspar K.,1,2242,3746,false,false,1,2703,5268,false,false,1,2652,5021,false,false,1,2190,3583,false,false,0,0,0
35389595800,Onokala P.C.,0,,,false,false,1,2703,5269,false,false,1,2652,5022,false,false,0,,,false,false,1,0,0
35422057100,Atkinson M.D.,1,2242,3747,false,false,1,2703,5270,false,false,1,2652,5023,false,false,1,2190,3584,false,false,0,0,0
35422132700,Chapman R.,1,2242,3748,false,false,1,2703,5271,false,false,1,2652,5024,false,false,1,2190,3585,false,false,0,0,0
35422212100,Li C.,0,,,false,false,1,2703,5272,false,false,1,2652,5025,false,false,0,,,false,false,1,0,0
35422619500,Mu R.,1,2242,3749,false,false,1,2703,5273,false,false,1,2652,5026,false,false,1,2190,3586,false,false,0,0,0
35423858600,Joseph D.L.,1,2242,3750,false,false,1,2703,5274,false,false,1,2652,5027,false,false,1,2190,3587,false,false,0,0,0
35427828500,Yeoh E.K.,1,2242,3751,false,false,1,2703,5275,false,false,1,2652,5028,false,false,1,2190,3588,false,false,0,0,0
35429993800,Canino G.,1,2242,3752,false,false,1,2703,5276,false,false,1,2652,5029,false,false,1,2190,3589,false,false,0,0,0
35431834100,Cherry K.E.,0,,,false,false,1,2703,5277,false,false,1,2652,5030,false,false,0,,,false,false,1,0,0
35432986800,Grady C.L.,0,,,false,false,1,2703,5278,false,false,0,,,false,false,0,,,false,false,1,-1,0
35434902100,Fraile M.,1,2242,3753,false,false,1,2703,5279,false,false,1,2652,5031,false,false,1,2190,3590,false,false,0,0,0
35436127000,Tao Y.,1,2242,3754,false,false,1,2703,5280,false,false,1,2652,5032,false,false,1,2190,3591,false,false,0,0,0
35436195900,Stabile M.,1,2242,3755,false,false,1,2703,5281,false,false,1,2652,5033,false,false,1,2190,3592,false,false,0,0,0
35444997000,Weber M.,0,,,false,false,2,1170,1647,false,false,2,1164,1614,false,false,0,,,false,false,2,0,0
