authid,full_name,scopus_id,authorship_position,sample_us_label
6602110388,Thomas Bernauer,84878013138,first,us_explicit
6602110388,Thomas Bernauer,84938946159,first,us_explicit
6602110388,Thomas Bernauer,84975459634,first,non_us
6602110388,Thomas Bernauer,84975789795,first,us_explicit
6602110388,Thomas Bernauer,84992341283,last,us_explicit
6602110388,Thomas Bernauer,85003864913,last,non_us
6602110388,Thomas Bernauer,85016025310,first,non_us
6602110388,Thomas Bernauer,85062085474,last,us_explicit
6602110388,Thomas Bernauer,85064636420,first,non_us
6602110388,Thomas Bernauer,85067680513,last,non_us
6602110388,Thomas Bernauer,85082430134,last,us_explicit
6602110388,Thomas Bernauer,85083863861,last,non_us
6602110388,Thomas Bernauer,85103645348,last,us_explicit
6602110388,Thomas Bernauer,85104056574,last,non_us
6602110388,Thomas Bernauer,85104712462,last,us_explicit
6602110388,Thomas Bernauer,85112464435,last,us_explicit
6602110388,Thomas Bernauer,85120781136,last,non_us
6602110388,Thomas Bernauer,85124196620,last,us_explicit
6602110388,Thomas Bernauer,85124455446,last,non_us
6602110388,Thomas Bernauer,85141374427,last,us_inferred
6602110388,Thomas Bernauer,85159235309,last,non_us
6602110388,Thomas Bernauer,85159334579,last,non_us
6602110388,Thomas Bernauer,85159582567,last,non_us
6602110388,Thomas Bernauer,85179742651,last,us_explicit
6602110388,Thomas Bernauer,85182577401,last,non_us
6602110388,Thomas Bernauer,85187132462,last,non_us
6602110388,Thomas Bernauer,85202949339,last,us_explicit
6602110388,Thomas Bernauer,85203879255,last,non_us
6602110388,Thomas Bernauer,85206976729,last,non_us
6602110388,Thomas Bernauer,105006801172,last,non_us
6602110388,Thomas Bernauer,105034645576,first,non_us
6602110388,Thomas Bernauer,105037769935,last,non_us
6602110388,Thomas Bernauer,105043534448,last,us_explicit
12767146800,Douglas L. Kriner,84870179613,first,us_inferred
12767146800,Douglas L. Kriner,84897075398,first,us_inferred
12767146800,Douglas L. Kriner,84907224950,first,us_explicit
12767146800,Douglas L. Kriner,84946070200,sole,us_inferred
12767146800,Douglas L. Kriner,84978906427,first,non_us
12767146800,Douglas L. Kriner,84995578409,last,us_explicit
12767146800,Douglas L. Kriner,85014593137,last,us_explicit
12767146800,Douglas L. Kriner,85014649599,last,us_inferred
12767146800,Douglas L. Kriner,85014922403,last,us_inferred
12767146800,Douglas L. Kriner,85040085886,first,us_explicit
12767146800,Douglas L. Kriner,85041625323,sole,us_inferred
12767146800,Douglas L. Kriner,85073310147,last,us_inferred
12767146800,Douglas L. Kriner,85094221120,last,us_explicit
12767146800,Douglas L. Kriner,85096943476,last,us_inferred
12767146800,Douglas L. Kriner,85099406266,last,us_explicit
12767146800,Douglas L. Kriner,85125698803,last,us_explicit
12767146800,Douglas L. Kriner,85127254828,last,us_explicit
12767146800,Douglas L. Kriner,85127581823,last,us_inferred
12767146800,Douglas L. Kriner,85136722514,last,us_inferred
12767146800,Douglas L. Kriner,85179678265,last,non_us
12767146800,Douglas L. Kriner,105042603565,last,us_inferred
57203170141,Niels Bjørn Grund Petersen,85062262291,first,non_us
57203170141,Niels Bjørn Grund Petersen,85067407501,last,non_us
57203170141,Niels Bjørn Grund Petersen,85074029219,sole,non_us
57203170141,Niels Bjørn Grund Petersen,85076524004,sole,non_us
57203170141,Niels Bjørn Grund Petersen,85087880256,sole,non_us
57203170141,Niels Bjørn Grund Petersen,85091181242,sole,non_us
57203170141,Niels Bjørn Grund Petersen,85092586367,last,non_us
57203170141,Niels Bjørn Grund Petersen,85110788543,last,unclear
57203170141,Niels Bjørn Grund Petersen,85174613687,last,non_us
57203170141,Niels Bjørn Grund Petersen,85186919352,last,non_us
57203170141,Niels Bjørn Grund Petersen,85214572618,last,non_us
57203170141,Niels Bjørn Grund Petersen,86000435450,last,non_us
57203170141,Niels Bjørn Grund Petersen,105002152711,first,non_us
57203170141,Niels Bjørn Grund Petersen,105024555682,first,non_us
57203170141,Niels Bjørn Grund Petersen,105040241040,last,non_us
7102611306,Christine Horne,84878482584,first,non_us
7102611306,Christine Horne,84921455919,first,us_explicit
7102611306,Christine Horne,85053509639,first,us_explicit
7102611306,Christine Horne,85058618008,first,non_us
7102611306,Christine Horne,85058698012,last,us_inferred
7102611306,Christine Horne,85074603977,first,us_explicit
7102611306,Christine Horne,85085764776,last,us_explicit
7102611306,Christine Horne,85103905289,first,us_inferred
7102611306,Christine Horne,85111820523,last,us_inferred
7102611306,Christine Horne,85111834004,first,us_explicit
7102611306,Christine Horne,85133863087,first,us_inferred
7102611306,Christine Horne,85207005517,last,us_explicit
7102611306,Christine Horne,86000296951,last,us_explicit
7102611306,Christine Horne,105042428497,first,us_explicit
25224644900,Rasmus Tue Pedersen,85034662474,sole,non_us
25224644900,Rasmus Tue Pedersen,85046645518,sole,unclear
25224644900,Rasmus Tue Pedersen,85061936887,sole,non_us
25224644900,Rasmus Tue Pedersen,85068002083,last,non_us
25224644900,Rasmus Tue Pedersen,85070986430,first,non_us
25224644900,Rasmus Tue Pedersen,85071235282,first,us_explicit
25224644900,Rasmus Tue Pedersen,85083358513,first,non_us
25224644900,Rasmus Tue Pedersen,85083672997,first,unclear
25224644900,Rasmus Tue Pedersen,85110876599,first,non_us
25224644900,Rasmus Tue Pedersen,85125441524,first,unclear
25224644900,Rasmus Tue Pedersen,85196067903,first,unclear
25224644900,Rasmus Tue Pedersen,85214572618,first,non_us
25224644900,Rasmus Tue Pedersen,105019779764,first,unclear
25224644900,Rasmus Tue Pedersen,105040241040,first,non_us
35309171200,Martin Bækgaard,84931077293,first,non_us
35309171200,Martin Bækgaard,84931440609,first,not_applicable
35309171200,Martin Bækgaard,84940822479,last,non_us
35309171200,Martin Bækgaard,84977676153,first,non_us
35309171200,Martin Bækgaard,84980034387,last,non_us
35309171200,Martin Bækgaard,85019021043,sole,us_explicit
35309171200,Martin Bækgaard,85059905845,first,non_us
35309171200,Martin Bækgaard,85063679523,first,non_us
35309171200,Martin Bækgaard,85067407501,first,non_us
35309171200,Martin Bækgaard,85073946170,last,non_us
35309171200,Martin Bækgaard,85103173621,first,non_us
35309171200,Martin Bækgaard,85118144335,first,non_us
35309171200,Martin Bækgaard,85175738454,first,non_us
35309171200,Martin Bækgaard,105010591172,last,non_us
7003787305,Gregg G. Van Ryzin,84878955277,sole,us_explicit
7003787305,Gregg G. Van Ryzin,84884806119,first,us_inferred
7003787305,Gregg G. Van Ryzin,84908554750,last,us_inferred
7003787305,Gregg G. Van Ryzin,84918780367,last,unclear
7003787305,Gregg G. Van Ryzin,84963994831,last,unclear
7003787305,Gregg G. Van Ryzin,85014596724,last,us_explicit
7003787305,Gregg G. Van Ryzin,85038355714,last,not_applicable
7003787305,Gregg G. Van Ryzin,85067581830,last,unclear
7003787305,Gregg G. Van Ryzin,85087950052,last,us_explicit
7003787305,Gregg G. Van Ryzin,85089815116,last,us_explicit
7003787305,Gregg G. Van Ryzin,85096111198,first,unclear
7003787305,Gregg G. Van Ryzin,85104756695,last,non_us
7003787305,Gregg G. Van Ryzin,85112316568,sole,us_explicit
23095594600,David G. Rand,85101069099,last,us_explicit
23095594600,David G. Rand,85103049149,last,us_explicit
23095594600,David G. Rand,85117921915,last,us_explicit
23095594600,David G. Rand,85120323140,last,us_explicit
23095594600,David G. Rand,85120491400,last,not_applicable
23095594600,David G. Rand,85127735283,last,us_explicit
23095594600,David G. Rand,85130585909,last,us_explicit
23095594600,David G. Rand,85149118557,last,us_explicit
23095594600,David G. Rand,85163212575,last,us_inferred
23095594600,David G. Rand,85193970570,last,us_inferred
23095594600,David G. Rand,85205594046,last,unclear
23095594600,David G. Rand,85206618776,last,unclear
23095594600,David G. Rand,105008878283,last,us_explicit
24168107200,Yusaku Horiuchi,85039933179,last,us_explicit
24168107200,Yusaku Horiuchi,85052643404,first,non_us
24168107200,Yusaku Horiuchi,85055870318,last,non_us
24168107200,Yusaku Horiuchi,85062479527,last,us_explicit
24168107200,Yusaku Horiuchi,85067962902,last,us_inferred
24168107200,Yusaku Horiuchi,85115188399,first,us_inferred
24168107200,Yusaku Horiuchi,85123926675,last,us_inferred
24168107200,Yusaku Horiuchi,85125415127,first,non_us
24168107200,Yusaku Horiuchi,85136473193,first,non_us
24168107200,Yusaku Horiuchi,85145327725,last,us_explicit
24168107200,Yusaku Horiuchi,85145409036,last,non_us
24168107200,Yusaku Horiuchi,105030588739,last,us_explicit
24168107200,Yusaku Horiuchi,105042398599,first,non_us
36775562800,Blaine G. Robbins,84944232504,sole,us_explicit
36775562800,Blaine G. Robbins,84983314158,sole,unclear
36775562800,Blaine G. Robbins,85033780100,sole,unclear
36775562800,Blaine G. Robbins,85033788510,sole,unclear
36775562800,Blaine G. Robbins,85044032298,first,unclear
36775562800,Blaine G. Robbins,85066959974,sole,unclear
36775562800,Blaine G. Robbins,85089290541,first,us_explicit
36775562800,Blaine G. Robbins,85097264174,first,unclear
36775562800,Blaine G. Robbins,85126184203,first,us_explicit
36775562800,Blaine G. Robbins,85136531185,last,us_explicit
36775562800,Blaine G. Robbins,85197852159,sole,us_explicit
36775562800,Blaine G. Robbins,85200831312,first,us_explicit
36775562800,Blaine G. Robbins,105008067194,first,unclear
37065230200,Markus Wagner,84927910242,last,non_us
37065230200,Markus Wagner,85041617753,last,non_us
37065230200,Markus Wagner,85065801512,last,non_us
37065230200,Markus Wagner,85092367680,last,non_us
37065230200,Markus Wagner,85102185208,last,non_us
37065230200,Markus Wagner,85170705867,first,non_us
37065230200,Markus Wagner,85174062271,last,non_us
37065230200,Markus Wagner,85175473443,first,non_us
37065230200,Markus Wagner,85175495163,last,non_us
37065230200,Markus Wagner,85193819898,last,unclear
37065230200,Markus Wagner,105014927185,last,non_us
37065230200,Markus Wagner,105018032059,last,non_us
37065230200,Markus Wagner,105048098704,last,non_us
7006059165,Maykel Verkuyten,84878661854,first,non_us
7006059165,Maykel Verkuyten,84894591630,last,unclear
7006059165,Maykel Verkuyten,84922551432,last,unclear
7006059165,Maykel Verkuyten,84943817918,first,unclear
7006059165,Maykel Verkuyten,84989282236,first,non_us
7006059165,Maykel Verkuyten,85041371053,sole,non_us
7006059165,Maykel Verkuyten,85073950357,last,non_us
7006059165,Maykel Verkuyten,85075548198,first,non_us
7006059165,Maykel Verkuyten,85131358788,first,non_us
